text,sentiment
ایا ارزش شرکت ایران خودرو از رنو فرانسه بیشتر است?. تو این چند مدت مطالبی در بعضی گروه ها و کانال ها بیان میشود که ارزش خودرو از مارکت رنو بیشتر است درحالیکه ارزش ایران خودرو تقریبا 9 میلیارد دلاره با دلار 23 هزار تومان ولی ارزش مارکت رنو در سال 2019 تقریبا 109 میلیارد یورو میباشد. دقت کنید خودرو با دلار 23 هزار تومان است و رنو در سال 2019 که دلار قیمت پایین تر داشته. دوستان میتونن به سایت ویکی پدیا مراجعه کن و ارزش مارکت رنو رو مشاهده کنند. لطفا به این مطالب که هیچ سندی ندارند توجه نکنید,positive
دارا دوم و سوم در بیارید رشد سهام های کوچک تمام شده. فولاد خودرو خساپا وبصادر وتجارت. شپنا شبندر. فملی. پول بیاد در بازار چرا دولت سعی نکنه بره داخل سهام خودش؟ عاقلانه نیست بره داخل سهم کوچک,positive
مگه داریم اصلا سهام زیر هزار تومانی هم؟. پشم سازی توس 2 هزار تومان اونوقت خساپا خودرو 900؟ شستا 5 هزار تومان. فولاد 2 تومان (مفت گروه).,positive
سوپر مفت 900 تومان برای این شرکت و بزرگی,positive
خودرو شهریور 2000 تومان,positive
سهام ماکارونی 4000 تومان. ایرانخودرو 900 تومان مفت,positive
خودرو 200 درصد دیگه جا داره تازه برسه به قیمت سقف تاریخی خودش. خیلی از سهام سقف تاریخی خودشان را خیلی وقته رد کردن. بفروشیم چی بخریم؟. 900 تومان میشه 1/35 قیمت یک دلار؟. سوپر مفته برای بزرگترین شرکت خودروسازی,positive
، خودرو 3 تا هزار تومان.,positive
خودرو دولتی 3 تا هزار,positive
ب نظر من خودرو تا 650 اصلاح می کنه و بعد روند رشدش شروع می شه به سمت 1200 و پر کردن گپ.البته بعید می دونم رشد شارپی تکرار شه.با نوسان و رشد به سمت 1200 و بعدا 1500 و 2000 تومان.اصلاح بیشتر بعیده هرچند ممکنه تا 550 اصلاح شه( احتمال بسیار ضعیف).دوستان کمی سهامداری کنید تا سودهای خوبی توی خودرو بدست بیارید,positive
سهم یه اصلاح کوچولوبکنه بسیارهم خوبه .استراحت نفس عمیق میکشه ودوباره میره برای یه صعوددیگر.اونایی هم که به حدسودشون رسیده بودن فروختن وسهامدارای جدیدواردشدن.ولی سهم اهداف بسیاربالایی داره پس جای نگرانی نیست .منکه امروزاضافه کردم وآخرسال بایه سودعالی ازسهم میرم بیرون.آرزوی سودهای بسیارعالی برای همه دوستان گلم دارم,positive
آقا من اصلا وارد نیستم. یعنی سهام شرکت خودرو سازی 900 تومانه؟ بعد شرکت تولید ماکارونی 3900 تومانه؟. یعنی اصولا اینجوریه؟,positive
مدیرعامل ایران خودرو در مجمع :. جتکو و ایپکو 2زیرمجموعه ایران خودرو پیگیری خودروی برقی را انجام می دهند. جتکو : جامع تحقیق و توسعه فناوری های خودرو. ایپکو : تحقیق ، طراحی و تولید موتور ایران خودرو,positive
خودرو : بر اساس کانال فیبوناچی از ابتدای سال 99:. شکست مقاومت در محدوده ی 700 تومان ، نوسان و پولبک به خط 261 فیبو. در صورت حمایت در محدوده 660 تومان ، در بازه میان مدت ، هدف 1800 تومان را پیش رو داره.,positive
الان تو پیج گفتگوی حقوقی ها دارن میگن ای کاش حقیقی ها خالی نمیکردن 😂,positive
گنجشک روزی نباشید خیلیا با درصد های بالا تو خودرو تو سود هستن بزار 10 تا 20 درصد اصلاح بخوره اما بعدش با خیال راحت سهامداری کن و نمیخواد تو سر خودت بزنی برا خرید,positive
من به شخصه 300 درصد سود گرفتم ازش حالا پنجاه تا منفی بشه اصلا به مهم نیست قابل توجه اونا که میگن دیدین گفتیم.,positive
با سلام و عرض ادب هدف سهم 1400,positive
من شستا دارم اینجا از شستا نگین اون راهش جداس و اصلا با کسی کاری نداره خودش به اختیار عمل می‌کنه 😂,positive
کاری ندارم خساپا لگن تولید میکنه میده به خورد ملت. ولی دم سهام داراش گرم واقعا. خیلیاشون فروختن .ولی قیمت بالا فروختن. توی این بازار خونین امروز. سهم رو نذاشتن به قهقرا بره. ناز شصت اتون.,positive
دور نیست روزاییکه بعضیا بیان اینجا بگن چرا سرخطی میزنم نمیتونم بخرم🤦‍♂️. الان فرصت ورود برای اوناییکه میرفتن توصف خرید میلیاردی خرید. سهامداران عزیزهم سهامداری کنین اینهمه سودکردین گیرم خونه پرش 20 درصد منفی داره. هیجانی عمل نکنین,positive
انزکی صبر سحر نزدیک است ممنونم که فروختید تا من اضافه کنم دمتون گرم,positive
من که تا 1200 تومان هستم. حجم زیادی هم دارم. امیدوارم عاقل باشیم و سهامداری کنیم,positive
نگران این باشید وقتی میخوایین ماشین بخرید. زیر 100 ملیون بتون چیزی نمیدن,positive
خرید کردن حقوقی. به تماشا چنین بود. مقاومت سهم روی 700 به خوبی حمایت میشه.,positive
خودرو لیدر کل بازاره ... چی رو می خواید بفروشید ... بقول دوستمون اندکی صبر..,positive
چطور یک عده ریختن با اصلاح اصلاح کردن سهم رو از دست سهامدار کشیدن بیرون. تا باشه که سهامدار گول این حرفا رو نخوره.,negative
دوستانی که منتظر اصلاح هستن یا تشخیص اصلاح و منفی میدن یا تازه واردهایی که از این آدمها نظر می خوان بهتره از سهم برن بیرو ن چون شما در هر سهمی مثل سم می مونید من منظورم این نیست که شستا تا ابد مثبت هست منظورم اینه شماها صفهای فروشو تشکیل می دین که مضر هستین ، بس کنید این استراتژی تو شستا جایی نداره ،,negative
نصف این دوستانی که دارند از سهم تعریف می کنند برای شنبه فروشنده هستند. خیلی به تبلیغاتی دل نبندید خودتون تصمیم بگیرید. ضمنا چهارشنبه حقوقی فروشنده نبود درحالی که هر روز 200 میلیون میفروشه حالا تو همون روز حجم تمام معامله 168 میلیون بود که تمام عرضه ها هم جمع نشد و خیلی از خریداران فکر کردند سهم برگشته و با هیجان خرید کردند کاملا بازار رو این سهم مردد. موفق باشید.,negative
هر سهمی نیاز به اصلاح داره. اگر سهمی اصلاح نداشته باشه باید از اون سهم ترسید. اصلاح نیاز ضروری یک سهم هست. شستا مطمئنا سهم عالی و تکرار نشدنی در بورس هست اما به اصلاح نیاز داره.,negative
خواهش میکنم جواب بدید. این شایعاتی ک میگن قراره یه ماه بسته بشه چیه؟,negative
سهام دار اصلیش در این چند روز بیش از 1/278/000/000سهم فروخته و اگر در این چند روز باز سهم بفروشه بایدبا احتیاط کامل وارد شد ویا دست نگه داشته بشه، تا کمی حمایت بشه،فروش این تعد اد سهم برابر با چندین شرکت بزرگ است، این علایم، تقریبا خالی کردن سهم میباشد،سیگنال خوب نمیباشد،اونایی که سهام دارند توصیه سیو سود کنند وانایی که هنوز نخریدند وپول نقد دارندکمی دست نگه دا رند.درکنار این در اکثر سهام هام شاخص ساز افت وخروج پول توسط حقوقی شده وخرید در شرکهای کوچک دیده میشود,negative
من تازه خریدم اصلاح نکنه وای وای وای,negative
میگن 5000 مقاومتشه تا 4000 پولبک میزنه. نظرتون چیه دوستان,negative
شاخص هنوز اصلاح داره پس سهم های دولت هم اصلاح میکنن,negative
شستا بازم اصلاح داره میتونید بخرید,negative
خربد بسیار پر ریسک است,negative
ریسک به ریوارد سهم بالاست,negative
دوستان فکر نکیند شستا هم مثل بقیه عرضه اولیه ها صد درصد سود میده ، این سهم یه کله خیلی بتونه بره 50 درصده.عرضه اولیه های بزرگ زیاد رشد نمی کنند.,negative
این سهم اصلا با این قیمت نمی ارزه.,negative
روند صعودی قوی همراه با مومنتوم قوی. ورود سرمایه جدید با مقدار زیاد در هر روز. حد ضرر 46660. هدف اول 100000. به نمودار نگاه کنید هر کس عجله کرده و فروخته ضرر کرده. نظر شما چیه ؟,positive
دوستان شستا تا شهریور 7200 تومان,positive
سلام دوستان ، شستا 1عرضه اولیه تو این ماه داره ، 2 تاهم ماه دیگه,positive
عالیجناب شستا فقط یک دلار,positive
رایتل با سهامداری شستا در پاییز عرضه اولیه خواهد شد در فرابورس منبع عصر بورس,positive
شستا تا آخر سال کلی زیر مجموعه داره که توی بورس عرضه میشه و هر دفعه یه افشای الف و باز شدن سهم با مثبتهای بالا. قیمت این سهم بالاتر از این صحبتهاس 😎,positive
وهمین که در روز یک سری معامله انجام میشود برای‌ شستا مثل یک اصلاح است و برای ریزش واصلاح حتمانباید که سهم منفی 5 بخوردو شستا مدل اصلاحش همینه که درروز معاملاتی انجام میشود پسخواهشا حرف بی ربط نزنید و من خودم حدود700 میلیون در شستا دارم و از سهمم بسیار مطمئن هستم,positive
5 تومان را تو بازار منفی رد کرد. نقطه امن بعدی 7500 تومان. نقطه امن بعد 10000. و آخر سال و یا اول سال بعد اینو با 15000 هم نمیتونی بخری چون سال بعد تقسیم سود نقدی داره و قرار نیست سودش را بیخودی و ارزان بین سهام زیاد تقسیم کنه,positive
عشق فقط یکلام شستا علیه سلام. بخرید و نفروشید. این دوستانی که فاز منفی میدن یا پشت در موندن یا زورشون میاد به این قیمت بخرن. داداش نفروش اگه داری.صبر کن آخر سال ببین چه شود,positive
دوستان سهامدار با دقت بخونن :: برن تحقیق کنن. داراییهای بورسی و غیربورسی شستا بی همتاست و زیرمجموعه هایی که اگر بازار متوجه ارزش آنها بشه قیمت شستا در5000 فعلی صرفا یک شوخی خواهد بود 🌈✌️,positive
دولت اگه میدونست تا این حد از شسنا حمایت میشه رو 3500 عرضه اولیه میکرد و تا 10 تومان بسرعت میرفت. این سهم واقعا الان ارزون محسوب میشه با توجه به اخبار و زیر مجموعه هایی که ده برابر شدن.,positive
تا بالای 8000 تومان مسیرش امنه و نزدیک 10000 تومان کم کم باید دنبال محرک صعودهای بعدی باشه,positive
با سلام من خودم دو سال و نیمه تو بورسم ولی بازم نظر کارشناسی نمیدم و هیچ ادعایی ندارم در حد این که سبد خودمو بچرخونم یه چیزی بلدم ولی از همین جا باید به بعضیا گفت :::. اخه برادر من هنوز جوهر کد بورسی که گرفتی خشک نشده تورو چه به اصلاح شاخص کل یا اصلاح اصلاح کردن شستا یا هر سهم دیگه تو قیمت پایین نخریدی الان شده 5000 هزار کجات میسوزه؟. مردمو گمراه نکن سهام دولتی داری یا بفروش یا نگهدار خودت عذاب نده اینجا همه متحدن دیروز مشخص شد الان خدا میدون چند نفر تازه وارد با این حرفا بدبخت میشن گناه داره همین دیروز مال چند نفر تو منفی نابود کردین و بعدشم شد +4/86.,positive
سلام. منم سهم خوبی برا شستا دارم. ولی تا یه کم تو این بازار آشفته سود داد. همه هجوم آوردن واسه خریدش. نگرانم واسه خبرهایی در مورد بسته شدن سهم. امیدوارم دروغ باشه چون درصد خوبی از پرتفوی منو این سهم داره,positive
من پلکانی شستا میخرم و یقین دارم این سهم از بهترینهاست,positive
اقایون علما دولت گفته شناوری 25 درصد بشه ولی نگفته در عرض یکماه حداقل یکسال پروسه اش طول میکشه ... وتا اون وقت سهم رشد خودش رو داره بیخود با تحلیلای ابکیتون دل بندگان خدارو خالی نکنید. .اقاجون این سهم تا پایان شهریور ده هزار تومان رو میبینه ... .گول حرف این جماعت رو هم نخورید و سهامتون رو حفظ کنید,positive
بخدا همینایی که میگن اصلاحه و ریزشه و فلان و بسان شنبه تو صف خریدن دفعه های قبلی هم گول همین افراد خوردم فروختم دوباره از فرداش رفت بالا هیچ خبریم نبود همش الکی بود. با سهماتون آتیش بازی نکنید.,positive
میره بالا,positive
شستا. مادر بورس ایران با مارکت 150 هزار میلیاردی هم اینجا ثبت کنیم. به جرات میگم جزو معدود شرکت های موجود تو بازاره که اگر 10 برابر هم بشه بازم ارزنده است. با مالکیت 289 شرکت. 9 تا هلدینگ که فقط تاپیکوش 150 تا میارزه. 81 شرکت بورسی. 250 هزار میلیارد طلب از دولت. عدم تجدید ارزیابی زیر مجموعه ها. نزدیک 20 هزار میلیارد سود خالص سال مالی 98. و البته یه مدیر جوان و توانمند بعنوان سکاندار ابر هلدینگ صنایع داخل ایران. نمیدونم هر جوری نگاه میکنم شستا رو باید با آرامکو مقایسه کرد. واقعا بی همتاست. .,positive
دوستان به نظر من میتونید ریسک سبد خودتون رو با خریدن شستا پایین بیارید,positive
نظر شخصی. با توجه به کم بودن شناوری اهداف بالاست 20 هزار 30 هزار,positive
وقتی وملی الان قیمت سهامش شده 80 هزار تومان یعنی شستا که سهام خیلی از شرکتهای بورس رو داره باید 5 هزار باشه؟,positive
به نطر وارد اصلاح زمانی موج 4 خودش شده امکان درجا زدن سهم هست و بعد از مدتی استارت سهم به سمت موج 5 خودش تا حوالی 8500,positive
احتمالا تا دوشنبه بالای 5500 راحت میره. بعدش باید بازار رو ارزیابی کرد و بر اون اساس تصمیم گیری کرد,positive
وقتی زر ماکارون سر به سرش شده 4024 تومان به نظرم شستا زیر 10000 تومان خنده داره,positive
یه جوری بعضیا از سوزش میان میگن نخریدش و افت میکنه که انگار کل سهماداراش میان اینجا و کامنتشون رو میخونن و سریع میفروشن. بعدش اگه کسی از اصلاح سهمی خبر داشته باشه بی سر و صدا میفروشه و میره نه اینکه هی بیاد و اینجا هم بگه.پس میخواد بترسونه تا بفروشون و اینا بخرن. یه نکته هم اضافه کنم که این سهم مثل فولاد و شپنا و ... توی صندوق های دولت نیست که بصورت سوری بخوان بالا ببرن و حباب دارش کنن.,positive
داره روند معمولی خودش رو مثل همیشه پرقدرت طی میکنه. مک‌دی هم کاملا عادی و صعودی است.,positive
شستا نگو طلا بگو.,positive
غول بورس آسیا,positive
قبلا فولاد فارس تاپیکو شاخ پرتفوی من بود الان شستا. سهامداری به دید پنج ساله چه حالی میده,positive
دیروز خودرو و فارس و تاپیکو فروختم ، سلطان رو گرفتم,positive
شستا سالار بورسه. کی بودی تو.,positive
از شنبه مجدد + میشه. ریزش وجود نداره چون ارزش شستا و خبر های بنیادی که بچه ها هم یه سریا در جریان بودن در راه هست ، پس این یه تایم استراحت. تا میتونین جمع کنید ولی اگ پول نیاز هستید با اخرین قیمت بفروشید. موفق باشید,positive
به زودی رایتل اپراتور گوشی همراه از زیر مجموعه ها شستا به بازار سرمایه میاد هفته پیش هم خبر نقد شدن مطالبات شستا از وزارت ورزش داده شد این سهم هر هفته داره افشا الف میزنه این سهم یه کله تا 8000 تومان باید بره,positive
خداپدر تامین اجتماعی رو بیامرزه هم بیمه بیکاری ازش میگیرم هم روزی 1.400.000 سود 😂,positive
👌number one bourse only shasta👌,positive
نابر وان بورس,positive
اصلاح یه چیز عادی یه. ولی شستا ریزش نداره. یه شرکت با چنین بنیاد قوی چ ریزشی؟ سر تون رو از زیر برف بیارید بیرون تحلیل گران عزیز. اصلاحشم به دل میشینه این پسر. (شستا رو عرض میکنم ),positive
از قرار ، مثبت امروز خیلی ها رو سوزانده ، کفتارها ریختن دارند کامنت میگذارن ، باید عرض کنم شنبه به شما سهم نخواهد رسید 😂,positive
بچه ها من یه دور تو سهم های بزرگ زدم همین چندتا اکانت فیک که درباره ریزش و اصلاح صحبت میکنن اونجا هم هستن و سهم خودشونو نام میبرن حواستون باشه ، این آدمها هدفشون فقط ضرر ملت و سود خودشون ، فکر کنم اگه این چتها نبود تا حالا سهم هامون تا الان دو برابر بود ، نمیدونم این مریضها کین. !,positive
نمیدونم چرا بعضی ها فکر میکنند با تبلیغ و سر و صدا میتونند از اصلاح یک سهم جلوگیری کنتد و بلعکسش با سمپاشی باعث اصلاح شن دوستان روال طبیعی بازار کار خودش رو میکنه بدون توجه به هیچ هیاهویی یک نفر به عنوان سهامدار تنها باید اصول بازار و و تحیلی ها رو بررسی کنه و تصمیم بگیره برای خروج یا ورود,positive
امروز فرصت فروش بود همین فقط😉,positive
شستا سهم خوبیه من امروز فروختم همه سهم‌های اصلاح شدند به غیراز شستا.مراقب باشین,positive
دوستان شهریور هم دو عرضه اولیه شستا هم میاد ، هر ماه یه الف,positive
225 هزارتا شستا تو سبدم دارم تا 20 هزار هم یه دونه نمیفروشم البته تا پایان سال قیمتهای بالاتری رو میبینه,positive
هیچ نمادی با پتانسیل و اقتداره شستا به عمرم ندیدم. خواهشا سهام دار باشید نه سهام باز. نفروشید. سال 400 همین موقع پولتون 20 برابر شده,positive
عشق فقط یک کلام شستا علیه سلام. دوستان اصلا و ابدا صف فروش شرکت نکنید. قیمت این سهم حداقل 15000 تومان است. اینایی که میگن بزارید منفی بخوره که با قدرت رشد کنه پشت دره موندن.امروز که شل بود هیچکس موفق نشد بخره چون هسته کند بود. نفروشیید,positive
شستا حقوقی خیلی خوبی داره خیلی کنترل شده و حساب شده میفروشه این نشون میده سهامدار اصلی و مدیریت مجموعه به قیمتهای بالا اعتقاد دارن بنده معتقدم امسال شستا شگفتی ساز میشه,positive
برادران یکم استراحت کنین دیگه دو روز تعطیله. شستا عیدی خوبی به هممون داد و خواهد داد. عیدتون مبارک. 🙏💪💜🌹😘,positive
سلطان بیا دست این شاخص بینوا را بگیر 🤣,positive
مبارککککککک نووووش جون سهامدارا عشق کنید با شستا,positive
با شستا تا دو هزار تومان!,positive
بازیگر این سهم فریبکار زبده ای هست من یکبار فریب افزایش سرمایه خوردم 2 ماه طول کشید که به سود 30 درصد رضایت دادم تا 35 درصد منفی خورد,negative
اگر بخواد مثل ومهان رفتار کنه باید حدودا به 2600 برسه,negative
من به صورت پله ای اضاف کردم ولی میشد با قیمت های پایین تریم اضاف کنم ولی. با افزایش سرمایه ای که توراهه مطمئن باشین حتی اگه هفته آینده هم چن روز منفی داشته باشیم با صبوری میشه به یه سود خوب رسید. البته میشه ازین سهام گل آلود نوسانگیری خوبی کرد,negative
با نگاه به شکل واکنش مثبت به خط روند مشخص است و احتمال تکمیل زیگزاگ و برگشت در روز معاملاتی بعد وجود داره.,negative
یک روز مثبت این سهم ده روز منفی,negative
شنبه سرخطی منفی پنج بزارین شاید فروش رفت,negative
این سهم دست نوسان گیرا افتاده و تا پایان سال رنج منفی و درجا میزنه,negative
اصلاح تا 1500 ت و بعد در صورت عدم حمایت ریزش تا 800 ت,negative
سهم رو به روزی انداختن که باید واسه طرف قسم بخوری بخدا خوبه بالاترین سود رو داده افزایش سرمایه داره قاقا لیلی میدن تو سهم در حالی که سهم باید الان قفل صف خرید باشه و طرف فکرش درگیر اینکه چطوری بتونه از صف بخره. طرف صحبتم حقوقی کسیفی هست که بزور جلوی رشد سهم رو گرفته و همه رو دعا گوی خودش و خانوادش کرده,negative
صبا همیشه عقب افتاده. و همچنان عقب افتاده خواهد ماند. در مقایسه با سهم های دیگه. سود درستی تا حالا به کسی نداده.,negative
تا 1500 ت اصلاح داره وو اگه حمایت نشده تا 900 ت طبق اندیکاتور ridinbatahlilaton,negative
خیلی سهم بدی. بجز امروز که دوجی زد. تا ببینیم شنبه چی میشه,negative
نظر شما. آیا پایین تراز 3000 میاد,negative
دوستان هرروز مییایم ومیگین فردا مثبت میشه خسته شدیم بخدا یکی از دوستان عزیز یه تحلیل درست وواقعی برامون بزاره تا ببینیم شنبه به بعد چه گلی به سرمون بزنیم .صبا توتمام سهمها واقعا عقب افتاده هست من نمیدونم دلیل اینکه نمیزارن جون بگیره چیه .,negative
حالا هی بگید سهامداری. 40 درصد تو سود بودم اگ اونموقع میفروختم دوبار میتونستم بازم بخرم و هر بار 20 درصد سود کنم. ک سر جم میشه 80 درصد. اقد نگه داشتم الان سر به سر شدم دارم میرم تو ضرر,negative
این سهم رشد بکن نیست دست نوسان گیرا افتاده,negative
یه روز مثبت 3 روز منفی. اگه نخریدین واردش نشید که در بهترین حالت بعد از یک ماه با سربه سر خارج میشید. از ما گفتن بود,negative
این هفته رو حقوقی بازی داد تا نذاره رشد شارپیش شروع بشه. منتظر اومدن افزایش سرمایه اش رو کدال هستیم.,negative
گرون خریدم. حیف شد,negative
تحلیل تکنیکال نشون میده صبا از 12.30 به بعد میشه 5 مثبت. صبوری کنید کمربندو ببندید😁. اینقدر صبا رو مسخره کردم دیگه خودم دلم سوخت,negative
حقوقی خوبی داره تو محلشون به همه خدمات میده اسمش بده ولی درآمدش خوبه😂,negative
بابا اینا کار حقوقی ها ست میخواد قبل افزایش سرمایه سهم ببره,negative
از روز اول دارمش و بهش اضافه کردم هر گام ، دیگه برام مهم نیست میندازمش یه گوشه ، ولی واقعا اشغال تر این حقوقی ندیدم,negative
مقصر حقیقی ها نیستن حقوقی داره اینجوری ترس درست میکنه که سهام دارا بفروشند و حقوقی با کد حقیقی تو کف بخره,negative
خیلی مسخرس دیگه واقغا خیلی مسخرسسسس,negative
هشت میلیون فروخت حقوقی 😀,negative
دیروز گفتم اصلاح تازه شروع شده امروزم خارج بشین بازم پنج درصد سیو سود شدین شنبه هم صف فروش میشه.,negative
دوستان چن روز پیش وارد مثبت شدم و از صبا فرار کردم به خاطر حقیقی.های بی اطلاعات و منفی کننده.ی سهام. ولی الان وقت خروج نیست. شما که داریدش نگه دارید..الان دستور بورس اینه که سهامای متوسط و کوچیک رشد کنن. 👍. ولی خودم شخصا هیچوقت وارد سهمی که حقیقی نابلد داره نمیشم دیگه اینم تجربه خوبی شد که حتی زیرمجموعه شستا هم باشه ولی حقیقی نابلد تووش زیاد باشه نباید وارد شد,negative
صبا جانم امیدم بعد خدا ب تو هست 😣,negative
3 روزه قدرت خریداراش عالیه ولی نمیره بالا😩,negative
صبا دق میده,negative
آخه چرا الان میفروشید ؟ آدم یه عقلتون شک میکنه,negative
کل بازار دستوری منفیه,negative
د لامصب چرا می فروشید می فروشید ک چی بخری,negative
صبا فقط تعجبم اینایی که تو منفی 5 میفروشن چقد سود کردن که راحت فروشنده هستن,negative
رفتیم تو منفی 20 سودم کردیم :(((((((((,negative
وجدانا از اینم پایینتر میاد؟,negative
خدایی سر گردنه هم اینجوری جیب مردم رو نمیزنن,negative
هر چی این چند وقت گرفتیم صبا به باد داد,negative
طرف فرق حمایت با مقاومت رو نمیدونه اومده نظر میده کراوات زده جو گرفته بورس ما رو نگاه تو رو خدا,negative
توو این بازار صبارو میفروشی بری چی بخری؟,negative
غیر از حقوقی یه سری نوسان گیر سوار این سهم شدن که داغون کردن این سهم رو شما با یه نگاه میتونید ببینید,negative
فردا بتونین منفی پنج هم خارج بشین خوبه,negative
من امروز قبل منفی شدن خارج شدم کسایی که باقی موندن توی سهم فقط و فقط چشمتون به حقوقی باشه ، زیاد کاری به تکنیکال نداشته باشید ، تابلو رو نگا کنید. پیشنهاد جایگزینی ذوب دانا,negative
اصلاح اصلی تازه شروع شده دل خوش نکنید هفته ی خونی هست. قرمز قرمز.تا دولت etf بعدی واگذار نکنه بورس یا منفیه یا درجا میزنه خود دانید صبا که دیگه چوب تو سر ضرر شده. سهم های کوچیک اصلاح بشه صبا هم اصلاحه بزرگ ها هم اصلاح بخوره بازم تو اصلاحه,negative
هرکس رفته چهارتا اندیکاتور یاد گرفته میاد اینجا نقاشی می‌کنه اول برو بفهم مبنای تحلیل تکنیکال و اندیکاتور گذشته ی سهم هست که حداقل باید یک رنج یک ساله داشته باشه بعد بیا نقاشی کن. فیبو کشیده چهار تا خط کشیده فک میکنن گرگ وال استریتن,negative
امروز میخواستم کلی دیگه اضافه کنم اما با این کارگزاری های در پیت مگه میشه چیزی خرید,negative
نظر شخصی. بنظرم 31000 برمیگرده,negative
فردا آخرین فرصت رو بهش میدم بازی در آورد تمومش میکنم ... .,negative
تا 3000 تومان پایین میره,negative
این سهم به درد نمیخوره فردا منفی پنج سر خطی بزارین,negative
دیگه وقتی طرف برای خراب کردن سهم میگه صبا ورشکتس دیگه جای هیچی حرف و بحثی باهاش وجود نداره بزارین خوش باشه,negative
اشتباه کردی خریدی خب وقتی حمایت از دست داده با پولت قمار میکنی نه سرمایه گذاری!,negative
چقدر گفتم بفروشین.برین پیام های چند روز پیشمو بخونین.میتونستین با بیست درصد بالاتر خارج بشین راحت.الانک زودتر خارج بشین ورشکسته هست,negative
از 20 اردیبهشت تا الان فقط 23 درصد. سهم خوبی نیس. 5 روز مثبت. 9 روز منفی. خستم کرده دیگه,negative
نقطه هدف که کف نموداره نزدیکه😁فروشندگان. سهامداری کنید 20 روزم مثبت بخوره جبران منفیاش نمیشه که البته نمیخوره😂 حالا فک کن به جا این آشغال 10 هفته پیش و نیکی میگرفتی. ای حقوقی کثیف😅,negative
آشغاله,negative
من که امروز از شر صبا خودمو خلاص کردم ، حیف این همه حمایت که از این سهم کردم ، واقعا از روز اول باهاشم منتها خسته کننده شده ، حالا بعضیها میگن خودرو و خساپا فلانن دستوری میرن بالا ، خوب دستوری باشه ما اومدیم سود کنیم هر کدوم میره بالا میخریم ، الان صبا رو فروختم دیگه ندارم ، پرتفوی من شده الان خگستر ، غصینو ، سپاها ، شستا ، وپویا ، دارایکم ، جم پلین ، وبصادر ، فولاد ، احتمال زیاد به جای صبا یا شبریز اضافه میکنم یه ذره اصلاح داره بعدش ، یا خودرو میخرم ، پرسود باشید.,negative
اساتید و بزرگان تکنیکالیست ، تعریف اول تکنیکال چیه؟ آخه این سهم گذشته داره؟ سهمی که سر جمع چند ماهه عرضه شده. بازیگر و حقوقی باید سود نوسانشو بگیره. یه هُل کوچیک میده یه گله پشت سرش حرکت میکنه!,negative
چه قشنگ رو منفی پنج صف خرید 2 میلیونی میشه😂دمتون گرم باو,negative
لعنت خدا بهت صبا,negative
کلی صبا دارم از روز اولش خریدم. تو این سهم ن اصلاحش اصلاحه ن حرکتش حرکت. ز پشمکم خریده بودیم الان حداقل 5 درصد تو سود بود. حیف منفیم به محض اینه منفیم مثبت شد فروختمششش و خلاصصصص. آی ارزشمنده. آی بنیادیه کوفتم نیست. .,negative
صبا مثه بچه ایه ک لوس بارش اوردن با کوچکترین اتفاقی میپره رو منفی 5,negative
بفروشید,negative
سهمی با بلاتکلیف‌ترین سهام‌دار. اصلا معلوم نیست با خودشون چند چند هستند,negative
صبا چرا منفی میشه شستا داره میره اینم منفی میده؟,negative
بابا لامصب بیشتر از 40 درصد منفی خوردی تک و توک هم مثبت شدی..برو بالا دیگه..اه,negative
این صبا مارو کشت😂,negative
واقعا معلوم نیست چی میخواد بشه,negative
من که از شنبه اضافه میکنم,positive
به شدت در موقعیت مناسب برای خرید بی ریسک شنبه رو صبا حساب کنید,positive
سلام خدمت سهامدارا صبا .من خودم فروختم رو قیمت 3800 ولی پشیمانم چون سیگنال خرید دادو مطمعنن این هفته برمیگرده و مقاومت پیش رو را پودر میکنه هفته قبل بیشترین ورود پول داشته بعد از شستا انشالا شنبه ورود میکنم و تا 300 درصد سود همراهیش میکنم.پرسود باشید باصبا .البته قابل توجه تازه واردان سهم شگویا هم بینظیر اگه کسی سهم مطمعن میخوا د میتونه شگویا خرید کنه بسیار بنیاد قوی هست,positive
این سهم جون میده برا نوسان گیری,positive
26% بازدهی خالص. موفق و پرسود باشید.,positive
شنبه اول وقت ، آخرین فرصت خرید. از نیمه دوم شنبه یا یکشنبه صعود داره. دیگه نوسانگیر و حقوقی نمیتونن سهم رو خراب کنن چون پول زیادی از شاخص سازها خارج شده و به سهمایی مثل صبا و … وارد شده.,positive
کف کانال تکنیکال جای خوبیه برا خرید یک افشا الف از عرضه اولیه سهام داره ویژه افراد بینیادی کار و صبور که دنبال سود های عجیب در بلند مدت هستن یک شرکت با ناو خوب و p/e عالی و بنیادی برای بلند مدت اصلاح خوبی کرده کف کانال هست جای خوبیه برای خرید,positive
یکماه پیش صبر کردیم تا 3800 رسید بازم سهامداری کنید و صبورباشید این دفه تا 5600خواهد رفت,positive
خوبه. جای امیدواری داره,positive
تو این بازار که همه سهم ها بیخودی رشد کردن این سهم طلای 24 هست,positive
